2023-04-17 11:32:02,642 - INFO: Starting Hydrogen Torch v1.2.0
2023-04-17 11:32:02,727 - INFO: <pre>Mon Apr 17 11:32:02 2023       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 470.161.03   Driver Version: 470.161.03   CUDA Version: 11.4     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  Tesla V100-SXM2...  Off  | 00000000:00:1E.0 Off |                    0 |
| N/A   34C    P0    25W / 300W |      2MiB / 16160MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
</pre>
2023-04-17 11:32:02,727 - INFO: Global random seed: 36219
2023-04-17 11:32:02,727 - INFO: Preparing the data...
2023-04-17 11:32:02,727 - INFO: Setting up cross-validation...
2023-04-17 11:32:04,449 - INFO: Running k-fold setup...
2023-04-17 11:32:14,773 - INFO: Preparing train and validation data
2023-04-17 11:32:14,773 - INFO: Loading train dataset...
2023-04-17 11:32:14,776 - INFO: Loading validation dataset...
2023-04-17 11:32:14,779 - INFO: Number of observations in train dataset: 1156
2023-04-17 11:32:14,779 - INFO: Number of observations in validation dataset: 289
2023-04-17 11:32:14,782 - INFO: Preparing test data
2023-04-17 11:32:15,254 - INFO: Loading test dataset...
2023-04-17 11:32:15,256 - INFO: Number of observations in test dataset: 448
2023-04-17 11:32:15,262 - INFO: Epoch: 1 / 5
2023-04-17 11:32:15,263 - INFO: train loss:   0%|          | 0/72 [00:00<?, ?it/s]
2023-04-17 11:33:35,888 - INFO: train loss: 2.30:   4%|4         | 3/72 [01:20<30:54, 26.87s/it]
2023-04-17 11:34:42,464 - INFO: train loss: 2.19:   8%|8         | 6/72 [02:27<26:31, 24.12s/it]
2023-04-17 11:35:52,334 - INFO: train loss: 2.07:  12%|#2        | 9/72 [03:37<24:55, 23.74s/it]
2023-04-17 11:35:52,796 - INFO: train loss: 1.90:  17%|#6        | 12/72 [03:37<14:25, 14.43s/it]
2023-04-17 11:36:05,271 - INFO: train loss: 1.90:  17%|#6        | 12/72 [03:50<14:25, 14.43s/it]
2023-04-17 11:37:05,956 - INFO: train loss: 1.76:  21%|##        | 15/72 [04:50<17:07, 18.02s/it]
2023-04-17 11:38:16,536 - INFO: train loss: 1.65:  25%|##5       | 18/72 [06:01<17:54, 19.89s/it]
2023-04-17 11:39:31,244 - INFO: train loss: 1.59:  29%|##9       | 21/72 [07:15<18:18, 21.53s/it]
2023-04-17 11:39:31,674 - INFO: train loss: 1.50:  33%|###3      | 24/72 [07:16<11:46, 14.72s/it]
2023-04-17 11:39:45,279 - INFO: train loss: 1.50:  33%|###3      | 24/72 [07:30<11:46, 14.72s/it]
2023-04-17 11:40:43,405 - INFO: train loss: 1.47:  38%|###7      | 27/72 [08:28<13:11, 17.59s/it]
2023-04-17 11:41:53,089 - INFO: train loss: 1.37:  42%|####1     | 30/72 [09:37<13:32, 19.33s/it]
2023-04-17 11:42:51,640 - INFO: train loss: 1.31:  46%|####5     | 33/72 [10:36<12:36, 19.39s/it]
2023-04-17 11:43:00,842 - INFO: train loss: 1.24:  50%|#####     | 36/72 [10:45<08:39, 14.42s/it]
